#gaussElimination	analytical		x*
1.000000		0.904837		0.010000
0.904875		0.818731		0.020000
0.818799		0.000000		0.030000
0.740911		0.000000		0.040000
0.670432		0.000000		0.050000
0.606657		0.000000		0.060000
0.548949		0.000000		0.070000
0.496730		0.000000		0.080000
0.449479		0.000000		0.090000
0.406722		0.000000		0.100000
0.368033		0.000000		0.110000
0.333024		0.000000		0.120000
0.301345		0.000000		0.130000
0.272679		0.000000		0.140000
0.246741		0.000000		0.150000
0.223270		0.000000		0.160000
0.202031		0.182684		0.170000
0.182813		0.165299		0.180000
0.165423		0.000000		0.190000
0.149687		0.000000		0.200000
0.135448		0.000000		0.210000
0.122564		0.110803		0.220000
0.110905		0.000000		0.230000
0.100355		0.000000		0.240000
0.090809		0.000000		0.250000
0.082170		0.074274		0.260000
0.074354		0.067206		0.270000
0.067281		0.060810		0.280000
0.060881		0.000000		0.290000
0.055090		0.000000		0.300000
0.049849		0.000000		0.310000
0.045107		0.000000		0.320000
0.040817		0.000000		0.330000
0.036934		0.033373		0.340000
0.033421		0.000000		0.350000
0.030241		0.000000		0.360000
0.027365		0.000000		0.370000
0.024762		0.000000		0.380000
0.022406		0.020242		0.390000
0.020275		0.018316		0.400000
0.018346		0.000000		0.410000
0.016601		0.000000		0.420000
0.015022		0.000000		0.430000
0.013593		0.000000		0.440000
0.012300		0.000000		0.450000
0.011130		0.010052		0.460000
0.010071		0.000000		0.470000
0.009113		0.000000		0.480000
0.008247		0.000000		0.490000
0.007462		-42399784240071962649579154064498688753414046359840493835124512952875129405301787141667143776057601474942963080313228370657072424891724204491611177629791394289735234047517137179977379838763121481039530270784351333783463283899500221248587970843615378352906392613465863979180620509400185316573184.000000		0.500000
0.006752		0.000000		0.510000
0.006110		0.000000		0.520000
0.005529		0.004992		0.530000
0.005003		0.004517		0.540000
0.004527		0.000000		0.550000
0.004097		0.000000		0.560000
0.003707		0.000000		0.570000
0.003355		9010572224609942083042498825671043352830469250158299162040229320492427741262536402694211436136270272243068646775411517762502159530759788160362144180809617085521604757159785202318297624398064586839275584415024550896300195840.000000		0.580000
0.003036		-9561072704922288604853217326880081892344713954603991283030636161980202650566689664797641511814369408695665887235969292453670468846208760127304556373020493582475311439460555753866217161474661953830912.000000		0.590000
0.002747		0.000000		0.600000
0.002486		0.002244		0.610000
0.002250		0.002030		0.620000
0.002036		0.000000		0.630000
0.001843		0.000000		0.640000
0.001668		0.000000		0.650000
0.001509		0.000000		0.660000
0.001366		0.000000		0.670000
0.001237		-48098754606560804864.000000		0.680000
0.001119		-0.000000		0.690000
0.001013		0.000000		0.700000
0.000918		0.000828		0.710000
0.000831		0.000749		0.720000
0.000753		0.000679		0.730000
0.000682		0.000615		0.740000
0.000618		0.000000		0.750000
0.000560		0.000000		0.760000
0.000508		0.000000		0.770000
0.000460		-0.000005		0.780000
0.000418		0.000000		0.790000
0.000380		-93400493312564369668141597343040897296563899880698745767293472870708019200.000000		0.800000
0.000345		0.000000		0.810000
0.000314		0.000000		0.820000
0.000286		484278216093388674804589630334877130265984590140372338225698836857681152646849393376482175395748148268580139865732555195850690961901722490709591686356082746948695275283152896.000000		0.830000
0.000261		1721813725472381538404523515022851009149999983861569184712807314009531457375540562198086072719102509457423037184730286737771488136664799331959484602047085624343273099674020893171908608.000000		0.840000
0.000238		-0.000000		0.850000
0.000218		6062162624535289865252413545926598068145040104720444458366005532392575943864866135064347699295141060534163424106350122148584021594690719456166424468258816.000000		0.860000
0.000200		0.000000		0.870000
0.000184		0.000164		0.880000
0.000170		0.000152		0.890000
0.000157		0.000140		0.900000
0.000147		0.000130		0.910000
0.000137		0.000121		0.920000
0.000129		0.000114		0.930000
0.000122		0.000108		0.940000
0.000117		0.000000		0.950000
0.000112		0.000000		0.960000
0.000109		0.000000		0.970000
0.000107		0.000000		0.980000
0.000106		0.000000		0.990000
0.000106		0.000000		1.000000
